timestamp,inch,pres,tempC
1970-01-01T00:00:23.797000Z,22624.717,1712265737,
1970-01-01T00:00:23.797000Z,26275.158,1712265749,
1970-01-01T00:00:23.797000Z,22551.078,1712265757,
1970-01-01T00:00:23.797000Z,22908.758,1712265800,
1970-01-01T00:00:23.797000Z,22046.117,1712265808,
1970-01-01T00:00:23.797000Z,22687.838,1712265814,
1970-01-01T00:00:23.797000Z,22624.717,1712265832,
1970-01-01T00:00:23.797000Z,16722.996,1712265840,
